# The following table is formatted as tab separated values. 																							
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
actS	gene-LQ108_RS18665	TRANSCRIPT_gene-LQ108_RS18665	protein_coding	0	11	0	67	0	0	0	0	37	0	0	0	0	0	0	0	0	0	11	30
acuI	gene-LQ108_RS20695	TRANSCRIPT_gene-LQ108_RS20695	protein_coding	0	4	2	58	0	0	0	0	28	0	0	2	0	0	0	0	0	0	4	30
ada	gene-LQ108_RS15895	TRANSCRIPT_gene-LQ108_RS15895	protein_coding	0	9	7	101	0	0	0	0	46	0	0	7	0	0	0	0	0	0	9	55
add	gene-LQ108_RS09925	TRANSCRIPT_gene-LQ108_RS09925	protein_coding	0	11	1	95	0	0	0	0	44	0	0	1	0	0	0	0	0	0	11	51
adeP	gene-LQ108_RS23160	TRANSCRIPT_gene-LQ108_RS23160	protein_coding	0	8	0	93	0	0	0	0	58	0	0	0	0	0	0	0	0	0	8	35
adhE	gene-LQ108_RS13140	TRANSCRIPT_gene-LQ108_RS13140	protein_coding	0	25	0	53	0	0	0	0	35	0	0	0	0	0	0	0	0	0	25	18
adhP	gene-LQ108_RS11825	TRANSCRIPT_gene-LQ108_RS11825	protein_coding	0	8	0	79	0	0	0	0	59	0	0	0	0	0	0	0	0	0	8	20
adk	gene-LQ108_RS05090	TRANSCRIPT_gene-LQ108_RS05090	protein_coding	0	2	0	98	0	0	0	0	55	0	0	0	0	0	0	0	0	0	2	43
adrA	gene-LQ108_RS04585	TRANSCRIPT_gene-LQ108_RS04585	protein_coding	0	21	11	85	0	0	0	0	33	0	0	11	0	0	0	0	0	0	21	52
aegA	gene-LQ108_RS16660	TRANSCRIPT_gene-LQ108_RS16660	protein_coding	0	10	7	82	0	0	0	0	41	0	0	7	0	0	0	0	0	0	10	41
agaE	gene-LQ108_RS20115	TRANSCRIPT_gene-LQ108_RS20115	protein_coding	0	7	0	87	0	0	0	0	47	0	0	0	0	0	0	0	0	0	7	40
agaF	gene-LQ108_RS20120	TRANSCRIPT_gene-LQ108_RS20120	protein_coding	0	1	2	87	0	0	0	0	49	0	0	2	0	0	0	0	0	0	1	38
agaV	gene-LQ108_RS20105	TRANSCRIPT_gene-LQ108_RS20105	protein_coding	0	2	0	87	0	0	0	0	40	0	0	0	0	0	0	0	0	0	2	47
agaW	gene-LQ108_RS20110	TRANSCRIPT_gene-LQ108_RS20110	protein_coding	0	1	2	84	0	0	0	0	40	0	0	2	0	0	0	0	0	0	1	44
agp	gene-LQ108_RS08235	TRANSCRIPT_gene-LQ108_RS08235	protein_coding	0	13	3	84	0	0	0	0	33	0	0	3	0	0	0	0	0	0	13	51
ahpC	gene-LQ108_RS05935	TRANSCRIPT_gene-LQ108_RS05935	protein_coding	0	2	0	118	0	0	0	0	50	0	0	0	0	0	0	0	0	0	2	68
ahpF	gene-LQ108_RS05940	TRANSCRIPT_gene-LQ108_RS05940	protein_coding	0	18	1	109	0	0	0	0	42	0	0	1	0	0	0	0	0	0	18	67
ahr	gene-LQ108_RS20515	TRANSCRIPT_gene-LQ108_RS20515	protein_coding	0	9	1	117	0	0	0	0	72	0	0	1	0	0	0	0	0	0	9	45
alaA	gene-LQ108_RS16130	TRANSCRIPT_gene-LQ108_RS16130	protein_coding	0	6	0	69	0	0	0	0	51	0	0	0	0	0	0	0	0	0	6	18
alaC	gene-LQ108_RS16420	TRANSCRIPT_gene-LQ108_RS16420	protein_coding	0	17	2	115	0	0	0	0	56	0	0	2	0	0	0	0	0	0	17	59
alaE	gene-LQ108_RS17720	TRANSCRIPT_gene-LQ108_RS17720	protein_coding	0	2	1	99	0	0	0	0	49	0	0	1	0	0	0	0	0	0	2	50
alaS	gene-LQ108_RS17850	TRANSCRIPT_gene-LQ108_RS17850	protein_coding	0	15	2	84	0	0	0	0	38	0	0	2	0	0	0	0	0	0	15	46
alkA	gene-LQ108_RS15305	TRANSCRIPT_gene-LQ108_RS15305	protein_coding	0	13	1	78	0	0	0	0	42	0	0	1	0	0	0	0	0	0	13	36
alkB	gene-LQ108_RS15890	TRANSCRIPT_gene-LQ108_RS15890	protein_coding	0	2	4	112	0	0	0	0	50	0	0	4	0	0	0	0	0	0	2	62
alr	gene-LQ108_RS01515	TRANSCRIPT_gene-LQ108_RS01515	protein_coding	0	6	4	99	0	0	0	0	62	0	0	4	0	0	0	0	0	0	6	37
alsS	gene-LQ108_RS05575	TRANSCRIPT_gene-LQ108_RS05575	protein_coding	0	17	2	51	0	0	0	0	11	0	0	2	0	0	0	0	0	0	17	40
amiA	gene-LQ108_RS16625	TRANSCRIPT_gene-LQ108_RS16625	protein_coding	0	11	1	93	0	0	0	0	38	0	0	1	0	0	0	0	0	0	11	55
amiB	gene-LQ108_RS02010	TRANSCRIPT_gene-LQ108_RS02010	protein_coding	0	12	2	67	0	0	0	0	25	0	0	2	0	0	0	0	0	0	12	42
amiC	gene-LQ108_RS18390	TRANSCRIPT_gene-LQ108_RS18390	protein_coding	0	10	1	87	0	0	0	0	45	0	0	1	0	0	0	0	0	0	10	42
ampD	gene-LQ108_RS03715	TRANSCRIPT_gene-LQ108_RS03715	protein_coding	0	0	0	89	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	49
ampE	gene-LQ108_RS03720	TRANSCRIPT_gene-LQ108_RS03720	protein_coding	0	7	0	79	0	0	0	0	34	0	0	0	0	0	0	0	0	0	7	45
ampG	gene-LQ108_RS04815	TRANSCRIPT_gene-LQ108_RS04815	protein_coding	0	13	7	43	0	0	0	0	13	0	0	7	0	0	0	0	0	0	13	30
ampH	gene-LQ108_RS04530	TRANSCRIPT_gene-LQ108_RS04530	protein_coding	0	12	2	94	0	0	0	0	45	0	0	2	0	0	0	0	0	0	12	49
ampR	gene-LQ108_RS01930	TRANSCRIPT_gene-LQ108_RS01930	protein_coding	0	7	4	81	0	0	0	0	44	0	0	4	0	0	0	0	0	0	7	37
amtB	gene-LQ108_RS04920	TRANSCRIPT_gene-LQ108_RS04920	protein_coding	0	20	0	81	0	0	0	0	40	0	0	0	0	0	0	0	0	0	20	41
amyA	gene-LQ108_RS14390	TRANSCRIPT_gene-LQ108_RS14390	protein_coding	0	10	0	76	0	0	0	0	54	0	0	0	0	0	0	0	0	0	10	22
anmK	gene-LQ108_RS09835	TRANSCRIPT_gene-LQ108_RS09835	protein_coding	0	10	2	70	0	0	0	0	51	0	0	2	0	0	0	0	0	0	10	19
ansA	gene-LQ108_RS09080	TRANSCRIPT_gene-LQ108_RS09080	protein_coding	0	8	0	77	0	0	0	0	46	0	0	0	0	0	0	0	0	0	8	31
ansP	gene-LQ108_RS12015	TRANSCRIPT_gene-LQ108_RS12015	protein_coding	0	19	0	114	0	0	0	0	52	0	0	0	0	0	0	0	0	0	19	62
apaG	gene-LQ108_RS03435	TRANSCRIPT_gene-LQ108_RS03435	protein_coding	0	2	0	115	0	0	0	0	46	0	0	0	0	0	0	0	0	0	2	69
apaH	gene-LQ108_RS03430	TRANSCRIPT_gene-LQ108_RS03430	protein_coding	0	7	0	118	0	0	0	0	60	0	0	0	0	0	0	0	0	0	7	58
apbC	gene-LQ108_RS15520	TRANSCRIPT_gene-LQ108_RS15520	protein_coding	0	7	0	73	0	0	0	0	35	0	0	0	0	0	0	0	0	0	7	38
apbE	gene-LQ108_RS15900	TRANSCRIPT_gene-LQ108_RS15900	protein_coding	0	8	1	100	0	0	0	0	52	0	0	1	0	0	0	0	0	0	8	48
aphA	gene-LQ108_RS01525	TRANSCRIPT_gene-LQ108_RS01525	protein_coding	0	12	0	95	0	0	0	0	54	0	0	0	0	0	0	0	0	0	12	41
apt	gene-LQ108_RS05065	TRANSCRIPT_gene-LQ108_RS05065	protein_coding	0	2	0	89	0	0	0	0	43	0	0	0	0	0	0	0	0	0	2	46
aqpZ	gene-LQ108_RS07585	TRANSCRIPT_gene-LQ108_RS07585	protein_coding	0	3	0	88	0	0	0	0	44	0	0	0	0	0	0	0	0	0	3	44
araA	gene-LQ108_RS03485	TRANSCRIPT_gene-LQ108_RS03485	protein_coding	0	9	0	73	0	0	0	0	30	0	0	0	0	0	0	0	0	0	9	43
araB	gene-LQ108_RS03490	TRANSCRIPT_gene-LQ108_RS03490	protein_coding	0	13	1	77	0	0	0	0	32	0	0	1	0	0	0	0	0	0	13	45
araC	gene-LQ108_RS03495	TRANSCRIPT_gene-LQ108_RS03495	protein_coding	0	6	0	89	0	0	0	0	52	0	0	0	0	0	0	0	0	0	6	37
araD	gene-LQ108_RS00890	TRANSCRIPT_gene-LQ108_RS00890	protein_coding	0	4	2	89	0	0	0	0	41	0	0	2	0	0	0	0	0	0	4	48
araD	gene-LQ108_RS03480	TRANSCRIPT_gene-LQ108_RS03480	protein_coding	0	4	1	68	0	0	0	0	33	0	0	1	0	0	0	0	0	0	4	35
araE	gene-LQ108_RS18565	TRANSCRIPT_gene-LQ108_RS18565	protein_coding	0	7	1	77	0	0	0	0	33	0	0	1	0	0	0	0	0	0	7	44
araF	gene-LQ108_RS14165	TRANSCRIPT_gene-LQ108_RS14165	protein_coding	0	11	0	74	0	0	0	0	35	0	0	0	0	0	0	0	0	0	11	39
araG	gene-LQ108_RS14160	TRANSCRIPT_gene-LQ108_RS14160	protein_coding	0	6	1	75	0	0	0	0	32	0	0	1	0	0	0	0	0	0	6	43
araH	gene-LQ108_RS14155	TRANSCRIPT_gene-LQ108_RS14155	protein_coding	0	10	0	61	0	0	0	0	23	0	0	0	0	0	0	0	0	0	10	38
araJ	gene-LQ108_RS11830	TRANSCRIPT_gene-LQ108_RS11830	protein_coding	0	18	2	82	0	0	0	0	30	0	0	2	0	0	0	0	0	0	18	52
arcA	gene-LQ108_RS02560	TRANSCRIPT_gene-LQ108_RS02560	protein_coding	0	14	0	128	0	0	0	0	57	0	0	0	0	0	0	0	0	0	14	71
arcA	gene-LQ108_RS03260	TRANSCRIPT_gene-LQ108_RS03260	protein_coding	0	2	0	83	0	0	0	0	37	0	0	0	0	0	0	0	0	0	2	46
arcB	gene-LQ108_RS20480	TRANSCRIPT_gene-LQ108_RS20480	protein_coding	0	17	0	65	0	0	0	0	25	0	0	0	0	0	0	0	0	0	17	40
arfB	gene-LQ108_RS04125	TRANSCRIPT_gene-LQ108_RS04125	protein_coding	0	3	0	68	0	0	0	0	18	0	0	0	0	0	0	0	0	0	3	50
argA	gene-LQ108_RS18395	TRANSCRIPT_gene-LQ108_RS18395	protein_coding	0	11	1	89	0	0	0	0	47	0	0	1	0	0	0	0	0	0	11	42
argB	gene-LQ108_RS22555	TRANSCRIPT_gene-LQ108_RS22555	protein_coding	0	6	0	80	0	0	0	0	43	0	0	0	0	0	0	0	0	0	6	37
argC	gene-LQ108_RS22560	TRANSCRIPT_gene-LQ108_RS22560	protein_coding	0	4	1	74	0	0	0	0	41	0	0	1	0	0	0	0	0	0	4	33
argD	gene-LQ108_RS21210	TRANSCRIPT_gene-LQ108_RS21210	protein_coding	0	8	3	94	0	0	0	0	42	0	0	3	0	0	0	0	0	0	8	52
argE	gene-LQ108_RS22565	TRANSCRIPT_gene-LQ108_RS22565	protein_coding	0	10	0	72	0	0	0	0	36	0	0	0	0	0	0	0	0	0	10	36
argF	gene-LQ108_RS02550	TRANSCRIPT_gene-LQ108_RS02550	protein_coding	0	16	1	113	0	0	0	0	46	0	0	1	0	0	0	0	0	0	16	67
argF	gene-LQ108_RS02595	TRANSCRIPT_gene-LQ108_RS02595	protein_coding	0	15	3	132	0	0	0	0	99	0	0	3	0	0	0	0	0	0	15	33
argG	gene-LQ108_RS20285	TRANSCRIPT_gene-LQ108_RS20285	protein_coding	0	8	0	52	0	0	0	0	38	0	0	0	0	0	0	0	0	0	8	14
argH	gene-LQ108_RS22550	TRANSCRIPT_gene-LQ108_RS22550	protein_coding	0	9	1	73	0	0	0	0	39	0	0	1	0	0	0	0	0	0	9	34
argL	gene-LQ108_RS02600	TRANSCRIPT_gene-LQ108_RS02600	protein_coding	0	0	1	130	0	0	0	0	98	0	0	1	0	0	0	0	0	0	0	32
argO	gene-LQ108_RS18810	TRANSCRIPT_gene-LQ108_RS18810	protein_coding	0	8	0	83	0	0	0	0	45	0	0	0	0	0	0	0	0	0	8	38
argP	gene-LQ108_RS18800	TRANSCRIPT_gene-LQ108_RS18800	protein_coding	0	5	0	83	0	0	0	0	42	0	0	0	0	0	0	0	0	0	5	41
argR	gene-LQ108_RS20610	TRANSCRIPT_gene-LQ108_RS20610	protein_coding	0	3	0	63	0	0	0	0	36	0	0	0	0	0	0	0	0	0	3	27
argS	gene-LQ108_RS14020	TRANSCRIPT_gene-LQ108_RS14020	protein_coding	0	11	0	154	0	0	0	0	106	0	0	0	0	0	0	0	0	0	11	48
argT	gene-LQ108_RS16255	TRANSCRIPT_gene-LQ108_RS16255	protein_coding	0	7	0	96	0	0	0	0	57	0	0	0	0	0	0	0	0	0	7	39
arnA	gene-LQ108_RS21785	TRANSCRIPT_gene-LQ108_RS21785	protein_coding	0	16	2	61	0	0	0	0	29	0	0	2	0	0	0	0	0	0	16	32
arnB	gene-LQ108_RS21795	TRANSCRIPT_gene-LQ108_RS21795	protein_coding	0	5	1	76	0	0	0	0	40	0	0	1	0	0	0	0	0	0	5	36
arnC	gene-LQ108_RS21790	TRANSCRIPT_gene-LQ108_RS21790	protein_coding	0	8	3	67	0	0	0	0	43	0	0	3	0	0	0	0	0	0	8	24
arnD	gene-LQ108_RS21780	TRANSCRIPT_gene-LQ108_RS21780	protein_coding	0	2	2	60	0	0	0	0	25	0	0	2	0	0	0	0	0	0	2	35
arnE	gene-LQ108_RS21770	TRANSCRIPT_gene-LQ108_RS21770	protein_coding	0	4	2	46	0	0	0	0	6	0	0	2	0	0	0	0	0	0	4	40
arnF	gene-LQ108_RS21765	TRANSCRIPT_gene-LQ108_RS21765	protein_coding	0	5	1	41	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	41
arnT	gene-LQ108_RS21775	TRANSCRIPT_gene-LQ108_RS21775	protein_coding	0	9	4	51	0	0	0	0	12	0	0	4	0	0	0	0	0	0	9	39
aroA	gene-LQ108_RS07735	TRANSCRIPT_gene-LQ108_RS07735	protein_coding	0	15	1	88	0	0	0	0	41	0	0	1	0	0	0	0	0	0	15	47
aroB	gene-LQ108_RS21285	TRANSCRIPT_gene-LQ108_RS21285	protein_coding	0	3	0	95	0	0	0	0	42	0	0	0	0	0	0	0	0	0	3	53
aroC	gene-LQ108_RS16350	TRANSCRIPT_gene-LQ108_RS16350	protein_coding	0	13	0	98	0	0	0	0	45	0	0	0	0	0	0	0	0	0	13	53
aroE	gene-LQ108_RS20840	TRANSCRIPT_gene-LQ108_RS20840	protein_coding	0	11	3	58	0	0	0	0	16	0	0	3	0	0	0	0	0	0	11	42
aroF	gene-LQ108_RS17350	TRANSCRIPT_gene-LQ108_RS17350	protein_coding	0	4	3	58	0	0	0	0	23	0	0	3	0	0	0	0	0	0	4	35
aroG	gene-LQ108_RS06745	TRANSCRIPT_gene-LQ108_RS06745	protein_coding	0	7	0	72	0	0	0	0	31	0	0	0	0	0	0	0	0	0	7	41
aroH	gene-LQ108_RS09440	TRANSCRIPT_gene-LQ108_RS09440	protein_coding	0	10	1	98	0	0	0	0	68	0	0	1	0	0	0	0	0	0	10	30
aroK	gene-LQ108_RS21290	TRANSCRIPT_gene-LQ108_RS21290	protein_coding	0	0	0	92	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	59
aroL	gene-LQ108_RS04600	TRANSCRIPT_gene-LQ108_RS04600	protein_coding	0	6	2	120	0	0	0	0	40	0	0	2	0	0	0	0	0	0	6	80
aroP	gene-LQ108_RS03735	TRANSCRIPT_gene-LQ108_RS03735	protein_coding	0	9	1	54	0	0	0	0	34	0	0	1	0	0	0	0	0	0	9	20
aroQ	gene-LQ108_RS20710	TRANSCRIPT_gene-LQ108_RS20710	protein_coding	0	1	0	72	0	0	0	0	36	0	0	0	0	0	0	0	0	0	1	36
arsC	gene-LQ108_RS07305	TRANSCRIPT_gene-LQ108_RS07305	protein_coding	0	4	3	94	0	0	0	0	60	0	0	3	0	0	0	0	0	0	4	34
arsC	gene-LQ108_RS16750	TRANSCRIPT_gene-LQ108_RS16750	protein_coding	0	5	0	78	0	0	0	0	58	0	0	0	0	0	0	0	0	0	5	20
artI	gene-LQ108_RS07430	TRANSCRIPT_gene-LQ108_RS07430	protein_coding	0	5	0	119	0	0	0	0	53	0	0	0	0	0	0	0	0	0	5	66
artJ	gene-LQ108_RS07415	TRANSCRIPT_gene-LQ108_RS07415	protein_coding	0	9	0	90	0	0	0	0	45	0	0	0	0	0	0	0	0	0	9	45
artM	gene-LQ108_RS07420	TRANSCRIPT_gene-LQ108_RS07420	protein_coding	0	5	0	101	0	0	0	0	49	0	0	0	0	0	0	0	0	0	5	52
artP	gene-LQ108_RS07435	TRANSCRIPT_gene-LQ108_RS07435	protein_coding	0	2	0	123	0	0	0	0	52	0	0	0	0	0	0	0	0	0	2	71
artQ	gene-LQ108_RS07425	TRANSCRIPT_gene-LQ108_RS07425	protein_coding	0	8	0	111	0	0	0	0	53	0	0	0	0	0	0	0	0	0	8	58
ascF	gene-LQ108_RS17960	TRANSCRIPT_gene-LQ108_RS17960	protein_coding	0	15	0	114	0	0	0	0	60	0	0	0	0	0	0	0	0	0	15	54
asd	gene-LQ108_RS01965	TRANSCRIPT_gene-LQ108_RS01965	protein_coding	0	9	1	86	0	0	0	0	38	0	0	1	0	0	0	0	0	0	9	48
asd	gene-LQ108_RS10440	TRANSCRIPT_gene-LQ108_RS10440	protein_coding	0	14	4	124	0	0	0	0	71	0	0	4	0	0	0	0	0	0	14	53
asd	gene-LQ108_RS21475	TRANSCRIPT_gene-LQ108_RS21475	protein_coding	0	11	3	76	0	0	0	0	35	0	0	3	0	0	0	0	0	0	11	41
asmA	gene-LQ108_RS15285	TRANSCRIPT_gene-LQ108_RS15285	protein_coding	0	17	3	80	0	0	0	0	38	0	0	3	0	0	0	0	0	0	17	42
asnA	gene-LQ108_RS23050	TRANSCRIPT_gene-LQ108_RS23050	protein_coding	0	6	0	57	0	0	0	0	31	0	0	0	0	0	0	0	0	0	6	26
asnB	gene-LQ108_RS06430	TRANSCRIPT_gene-LQ108_RS06430	protein_coding	0	15	0	83	0	0	0	0	53	0	0	0	0	0	0	0	0	0	15	30
asnC	gene-LQ108_RS23055	TRANSCRIPT_gene-LQ108_RS23055	protein_coding	0	3	0	54	0	0	0	0	21	0	0	0	0	0	0	0	0	0	3	33
asnS	gene-LQ108_RS07840	TRANSCRIPT_gene-LQ108_RS07840	protein_coding	0	12	0	68	0	0	0	0	32	0	0	0	0	0	0	0	0	0	12	36
aspA	gene-LQ108_RS01850	TRANSCRIPT_gene-LQ108_RS01850	protein_coding	0	10	0	79	0	0	0	0	31	0	0	0	0	0	0	0	0	0	10	48
aspS	gene-LQ108_RS13980	TRANSCRIPT_gene-LQ108_RS13980	protein_coding	0	9	0	84	0	0	0	0	37	0	0	0	0	0	0	0	0	0	9	47
asr	gene-LQ108_RS10165	TRANSCRIPT_gene-LQ108_RS10165	protein_coding	0	0	1	87	0	0	1	0	36	0	0	0	0	0	0	0	0	0	0	51
astA	gene-LQ108_RS09165	TRANSCRIPT_gene-LQ108_RS09165	protein_coding	0	9	1	115	0	0	0	0	55	0	0	1	0	0	0	0	0	0	9	60
astB	gene-LQ108_RS09175	TRANSCRIPT_gene-LQ108_RS09175	protein_coding	0	12	5	93	0	0	0	0	37	0	0	5	0	0	0	0	0	0	12	56
astC	gene-LQ108_RS09160	TRANSCRIPT_gene-LQ108_RS09160	protein_coding	0	15	2	113	0	0	0	0	59	0	0	2	0	0	0	0	0	0	15	54
astD	gene-LQ108_RS09170	TRANSCRIPT_gene-LQ108_RS09170	protein_coding	0	12	4	106	0	0	0	0	52	0	0	4	0	0	0	0	0	0	12	54
astE	gene-LQ108_RS09180	TRANSCRIPT_gene-LQ108_RS09180	protein_coding	0	8	8	86	0	0	0	0	26	0	0	8	0	0	0	0	0	0	8	60
atpA	gene-LQ108_RS23100	TRANSCRIPT_gene-LQ108_RS23100	protein_coding	0	1	0	36	0	0	0	0	21	0	0	0	0	0	0	0	0	0	1	15
atpB	gene-LQ108_RS23080	TRANSCRIPT_gene-LQ108_RS23080	protein_coding	0	0	0	27	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	24
atpD	gene-LQ108_RS23110	TRANSCRIPT_gene-LQ108_RS23110	protein_coding	0	2	0	35	0	0	0	0	33	0	0	0	0	0	0	0	0	0	2	2
atpE	gene-LQ108_RS23085	TRANSCRIPT_gene-LQ108_RS23085	protein_coding	0	0	0	23	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	20
atpF	gene-LQ108_RS23090	TRANSCRIPT_gene-LQ108_RS23090	protein_coding	0	0	0	21	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	18
atpG	gene-LQ108_RS23105	TRANSCRIPT_gene-LQ108_RS23105	protein_coding	0	0	0	34	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	4
atpH	gene-LQ108_RS23095	TRANSCRIPT_gene-LQ108_RS23095	protein_coding	0	0	0	25	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	16
atpI	gene-LQ108_RS23075	TRANSCRIPT_gene-LQ108_RS23075	protein_coding	0	1	1	25	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	24
atzF	gene-LQ108_RS10330	TRANSCRIPT_gene-LQ108_RS10330	protein_coding	0	23	17	140	0	0	0	0	72	0	0	17	0	0	0	0	0	0	23	68
avtA	gene-LQ108_RS00940	TRANSCRIPT_gene-LQ108_RS00940	protein_coding	0	15	2	105	0	0	0	0	51	0	0	2	0	0	0	0	0	0	15	54
azoR	gene-LQ108_RS10830	TRANSCRIPT_gene-LQ108_RS10830	protein_coding	0	7	1	104	0	0	0	0	50	0	0	1	0	0	0	0	0	0	7	54
azuC	gene-LQ108_RS14185	TRANSCRIPT_gene-LQ108_RS14185	protein_coding	0	0	0	80	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	37
bacA	gene-LQ108_RS19465	TRANSCRIPT_gene-LQ108_RS19465	protein_coding	0	2	1	94	0	0	0	0	45	0	0	1	0	0	0	0	0	0	2	49
baeR	gene-LQ108_RS15380	TRANSCRIPT_gene-LQ108_RS15380	protein_coding	0	9	0	100	0	0	0	0	48	0	0	0	0	0	0	0	0	0	9	52
baeS	gene-LQ108_RS15375	TRANSCRIPT_gene-LQ108_RS15375	protein_coding	0	13	1	98	0	0	0	0	44	0	0	1	0	0	0	0	0	0	13	54
bamA	gene-LQ108_RS04050	TRANSCRIPT_gene-LQ108_RS04050	protein_coding	0	19	0	53	0	0	0	0	31	0	0	0	0	0	0	0	0	0	19	22
bamB	gene-LQ108_RS16940	TRANSCRIPT_gene-LQ108_RS16940	protein_coding	0	5	0	97	0	0	0	0	64	0	0	0	0	0	0	0	0	0	5	33
bamC	gene-LQ108_RS16715	TRANSCRIPT_gene-LQ108_RS16715	protein_coding	0	4	0	56	0	0	0	0	34	0	0	0	0	0	0	0	0	0	4	22
bamD	gene-LQ108_RS17320	TRANSCRIPT_gene-LQ108_RS17320	protein_coding	0	3	0	63	0	0	0	0	26	0	0	0	0	0	0	0	0	0	3	37
bamE	gene-LQ108_RS17435	TRANSCRIPT_gene-LQ108_RS17435	protein_coding	0	0	0	70	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	52
bamJ	gene-LQ108_RS02175	TRANSCRIPT_gene-LQ108_RS02175	protein_coding	0	2	1	101	0	0	0	0	65	0	0	1	0	0	0	0	0	0	2	36
barA	gene-LQ108_RS18265	TRANSCRIPT_gene-LQ108_RS18265	protein_coding	0	37	2	69	0	0	0	0	40	0	0	2	0	0	0	0	0	0	37	29
bcp	gene-LQ108_RS16730	TRANSCRIPT_gene-LQ108_RS16730	protein_coding	0	0	0	56	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	26
bcsA	gene-LQ108_RS22030	TRANSCRIPT_gene-LQ108_RS22030	protein_coding	1	23	2	95	0	0	0	0	48	1	0	2	0	0	0	0	0	0	23	47
bcsB	gene-LQ108_RS22025	TRANSCRIPT_gene-LQ108_RS22025	protein_coding	0	22	5	82	0	0	0	0	44	0	0	5	0	0	0	0	0	0	22	38
bcsC	gene-LQ108_RS22015	TRANSCRIPT_gene-LQ108_RS22015	protein_coding	0	24	9	87	0	0	0	0	39	0	0	9	0	0	0	0	0	0	24	48
bcsE	gene-LQ108_RS22045	TRANSCRIPT_gene-LQ108_RS22045	protein_coding	0	11	2	99	0	0	0	0	51	0	0	2	0	0	0	0	0	0	11	48
bcsF	gene-LQ108_RS22050	TRANSCRIPT_gene-LQ108_RS22050	protein_coding	0	0	1	93	0	0	0	0	50	0	0	1	0	0	0	0	0	0	0	43
bcsG	gene-LQ108_RS22055	TRANSCRIPT_gene-LQ108_RS22055	protein_coding	0	17	2	73	0	0	0	0	31	0	0	2	0	0	0	0	0	0	17	42
bcsQ	gene-LQ108_RS22035	TRANSCRIPT_gene-LQ108_RS22035	protein_coding	0	4	0	105	0	0	0	0	53	0	0	0	0	0	0	0	0	0	4	52
bcsR	gene-LQ108_RS22040	TRANSCRIPT_gene-LQ108_RS22040	protein_coding	0	1	0	108	0	0	0	0	51	0	0	0	0	0	0	0	0	0	1	57
bcsZ	gene-LQ108_RS22020	TRANSCRIPT_gene-LQ108_RS22020	protein_coding	0	7	1	97	0	0	0	0	45	0	0	1	0	0	0	0	0	0	7	52
bdm	gene-LQ108_RS11800	TRANSCRIPT_gene-LQ108_RS11800	protein_coding	0	2	1	61	0	0	0	0	8	0	0	1	0	0	0	0	0	0	2	53
bepA	gene-LQ108_RS16745	TRANSCRIPT_gene-LQ108_RS16745	protein_coding	0	3	0	81	0	0	0	0	58	0	0	0	0	0	0	0	0	0	3	23
betA	gene-LQ108_RS05690	TRANSCRIPT_gene-LQ108_RS05690	protein_coding	0	19	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	45
betB	gene-LQ108_RS05695	TRANSCRIPT_gene-LQ108_RS05695	protein_coding	0	10	3	51	0	0	0	0	19	0	0	3	0	0	0	0	0	0	10	32
betI	gene-LQ108_RS05700	TRANSCRIPT_gene-LQ108_RS05700	protein_coding	0	7	1	56	0	0	0	0	32	0	0	1	0	0	0	0	0	0	7	24
betT	gene-LQ108_RS05705	TRANSCRIPT_gene-LQ108_RS05705	protein_coding	0	22	1	41	0	0	0	0	0	0	0	1	0	0	0	0	0	0	22	41
bfd	gene-LQ108_RS21055	TRANSCRIPT_gene-LQ108_RS21055	protein_coding	0	0	0	30	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	13
bfr	gene-LQ108_RS21050	TRANSCRIPT_gene-LQ108_RS21050	protein_coding	0	2	0	27	0	0	0	0	15	0	0	0	0	0	0	0	0	0	2	12
bglB	gene-LQ108_RS14025	TRANSCRIPT_gene-LQ108_RS14025	protein_coding	0	23	7	131	0	0	0	0	48	0	0	7	0	0	0	0	0	0	23	83
bglJ	gene-LQ108_RS03070	TRANSCRIPT_gene-LQ108_RS03070	protein_coding	0	5	0	97	0	0	0	0	51	0	0	0	0	0	0	0	0	0	5	46
